time_ns,index,x,d,y,err,w0,w1,w2,w3
6115000,0,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6125000,1,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6135000,2,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6145000,3,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6155000,4,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6165000,5,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6175000,6,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6185000,7,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6195000,8,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6205000,9,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6215000,10,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6225000,11,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6235000,12,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6245000,13,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6255000,14,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6265000,15,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6275000,16,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6285000,17,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6295000,18,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6305000,19,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6315000,20,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6325000,21,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6335000,22,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6345000,23,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6355000,24,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6365000,25,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6375000,26,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6385000,27,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6395000,28,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6405000,29,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6415000,30,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6425000,31,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6435000,32,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6445000,33,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6455000,34,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6465000,35,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6475000,36,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6485000,37,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6495000,38,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6505000,39,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6515000,40,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6525000,41,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6535000,42,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6545000,43,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6555000,44,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6565000,45,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6575000,46,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6585000,47,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6595000,48,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6605000,49,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6615000,50,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6625000,51,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6635000,52,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6645000,53,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6655000,54,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6665000,55,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6675000,56,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6685000,57,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6695000,58,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6705000,59,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6715000,60,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6725000,61,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6735000,62,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6745000,63,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6755000,64,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6765000,65,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6775000,66,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6785000,67,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6795000,68,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6805000,69,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6815000,70,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6825000,71,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6835000,72,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6845000,73,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6855000,74,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6865000,75,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6875000,76,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6885000,77,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6895000,78,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6905000,79,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6915000,80,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6925000,81,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6935000,82,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6945000,83,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6955000,84,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6965000,85,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6975000,86,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6985000,87,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
6995000,88,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7005000,89,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7015000,90,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7025000,91,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7035000,92,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7045000,93,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7055000,94,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7065000,95,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7075000,96,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7085000,97,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7095000,98,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
7105000,99,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10165000,100,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10175000,101,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10185000,102,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10195000,103,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10205000,104,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10215000,105,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10225000,106,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10235000,107,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10245000,108,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10255000,109,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10265000,110,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10275000,111,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10285000,112,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10295000,113,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10305000,114,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10315000,115,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10325000,116,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10335000,117,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10345000,118,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10355000,119,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10365000,120,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10375000,121,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10385000,122,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10395000,123,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10405000,124,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10415000,125,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10425000,126,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10435000,127,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10445000,128,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10455000,129,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10465000,130,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10475000,131,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10485000,132,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10495000,133,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10505000,134,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10515000,135,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10525000,136,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10535000,137,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10545000,138,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10555000,139,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10565000,140,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10575000,141,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10585000,142,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10595000,143,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10605000,144,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10615000,145,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10625000,146,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10635000,147,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10645000,148,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10655000,149,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10665000,150,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10675000,151,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10685000,152,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10695000,153,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10705000,154,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10715000,155,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10725000,156,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10735000,157,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10745000,158,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10755000,159,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10765000,160,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10775000,161,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10785000,162,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10795000,163,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10805000,164,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10815000,165,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10825000,166,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10835000,167,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10845000,168,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10855000,169,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10865000,170,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10875000,171,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10885000,172,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10895000,173,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10905000,174,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10915000,175,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10925000,176,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10935000,177,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10945000,178,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10955000,179,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10965000,180,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10975000,181,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10985000,182,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
10995000,183,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11005000,184,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11015000,185,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11025000,186,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11035000,187,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11045000,188,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11055000,189,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11065000,190,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11075000,191,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11085000,192,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11095000,193,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11105000,194,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11115000,195,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11125000,196,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11135000,197,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11145000,198,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
11155000,199,0.275879,-0.240967,0.000000,-0.240967,0.000000,0.000000,0.000000,0.000000
